start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,project_id,organization_id,organization_name
1746403200,1746489600,2025-05-05T00:00:00+00:00,2025-05-06T00:00:00+00:00,,,,,,
1746489600,1746576000,2025-05-06T00:00:00+00:00,2025-05-07T00:00:00+00:00,,,,,,
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,,,,,,
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,,,,,,
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,,,,,,
1746835200,1746921600,2025-05-10T00:00:00+00:00,2025-05-11T00:00:00+00:00,,,,,,
1746921600,1747008000,2025-05-11T00:00:00+00:00,2025-05-12T00:00:00+00:00,0.0036477,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1747008000,1747094400,2025-05-12T00:00:00+00:00,2025-05-13T00:00:00+00:00,,,,,,
1747094400,1747180800,2025-05-13T00:00:00+00:00,2025-05-14T00:00:00+00:00,,,,,,
1747180800,1747267200,2025-05-14T00:00:00+00:00,2025-05-15T00:00:00+00:00,,,,,,
1747267200,1747353600,2025-05-15T00:00:00+00:00,2025-05-16T00:00:00+00:00,,,,,,
1747353600,1747440000,2025-05-16T00:00:00+00:00,2025-05-17T00:00:00+00:00,,,,,,
1747440000,1747526400,2025-05-17T00:00:00+00:00,2025-05-18T00:00:00+00:00,,,,,,
1747526400,1747612800,2025-05-18T00:00:00+00:00,2025-05-19T00:00:00+00:00,,,,,,
1747612800,1747699200,2025-05-19T00:00:00+00:00,2025-05-20T00:00:00+00:00,0.00952055,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1747699200,1747785600,2025-05-20T00:00:00+00:00,2025-05-21T00:00:00+00:00,,,,,,
1747785600,1747872000,2025-05-21T00:00:00+00:00,2025-05-22T00:00:00+00:00,,,,,,
1747872000,1747958400,2025-05-22T00:00:00+00:00,2025-05-23T00:00:00+00:00,,,,,,
1747958400,1748044800,2025-05-23T00:00:00+00:00,2025-05-24T00:00:00+00:00,,,,,,
1748044800,1748131200,2025-05-24T00:00:00+00:00,2025-05-25T00:00:00+00:00,,,,,,
1748131200,1748217600,2025-05-25T00:00:00+00:00,2025-05-26T00:00:00+00:00,,,,,,
1748217600,1748304000,2025-05-26T00:00:00+00:00,2025-05-27T00:00:00+00:00,,,,,,
1748304000,1748390400,2025-05-27T00:00:00+00:00,2025-05-28T00:00:00+00:00,,,,,,
1748390400,1748476800,2025-05-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,,,,,,
1748476800,1748563200,2025-05-29T00:00:00+00:00,2025-05-30T00:00:00+00:00,,,,,,
1748563200,1748649600,2025-05-30T00:00:00+00:00,2025-05-31T00:00:00+00:00,,,,,,
1748649600,1748736000,2025-05-31T00:00:00+00:00,2025-06-01T00:00:00+00:00,,,,,,
1748736000,1748822400,2025-06-01T00:00:00+00:00,2025-06-02T00:00:00+00:00,,,,,,
1748822400,1748908800,2025-06-02T00:00:00+00:00,2025-06-03T00:00:00+00:00,,,,,,
1748908800,1748995200,2025-06-03T00:00:00+00:00,2025-06-04T00:00:00+00:00,,,,,,
1748995200,1749081600,2025-06-04T00:00:00+00:00,2025-06-05T00:00:00+00:00,,,,,,
